Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,iSell__OSKeyID__c,TASKRAY__trOnboardingEndDate__c,TASKRAY__trOnboardingStartDate__c,TASKRAY__trCustomerOnboardingScore__c,TASKRAY__trDesiredOutcomes__c
00150000014EJIuAAO,0,,ARCH MI,,000000000000000AAA,3003 Oak Road,,,,,,,,,,,,,,,,,,,www.pmi-us.com,,,641.12,712,,,,,,00550000000vRUNAA2,6/26/2015 0:01,00550000000vRUNAA2,6/26/2015 0:01,00550000000vRUNAA2,6/26/2015 0:01,,,,,,,,,,
00150000014EJIvAAO,0,,Calix,,000000000000000AAA,1035 N. McDowell Blvd.,,,,,,,,,,,,,,,,,,,www.calix.com,,,330.22,714,,,,,,00550000000vRUNAA2,6/26/2015 0:01,00550000000vRUNAA2,6/26/2015 0:01,00550000000vRUNAA2,6/26/2015 0:01,,,,,,,,,,
00150000014qv4SAAQ,0,,West Valley Staffing,Prospect,000000000000000AAA,,,,,,,,,,,,,,,,,(408) 735-1420,,,www.westvalley.com,,,,,Private,,"Tech, admin, accounting staffing company",,,00550000000vRURAA2,7/10/2015 21:37,00550000000vRURAA2,7/10/2015 21:37,00550000000vRURAA2,2/2/2017 4:17,,,,,,,,,,
00150000016X7TTAA0,0,,Rieken Sales & Business Development,Other,000000000000000AAA,10415  209th St. W.,Lakeville,MN,55044,United States,,,,10415  209th St. W.,Lakeville,,55044,United States,,,,(952) 236-0438,,,www.riekensales.com,,Consulting,,,Private,,,,,00550000000vRUNAA2,11/10/2015 14:59,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,11/10/2015 0:00,,,,,,,,,
00150000016gROkAAM,0,,Carhartt,Prospect,000000000000000AAA,,Dearborn,MI,,,,,,,,,,,,,,,,,carhartt.com,,Apparel,350000000,4000,Private,,,,,00550000000vRURAA2,10/8/2015 17:04,00550000000vRURAA2,10/8/2015 17:13,00550000000vRURAA2,2/2/2017 4:17,,,,,,,,,,
00150000016hU8sAAE,0,,Rieken Sales,,000000000000000AAA,,Minneapolis,MN,,,,,,,,,,,,,,,,,www.riekensales.com,,,,,,,,,,00550000000vRUNAA2,10/12/2015 20:43,00550000000vRUNAA2,10/12/2015 20:43,00550000000vRUNAA2,8/4/2016 23:28,8/4/2016 0:00,,,,,,,,,
00150000017WiHmAAK,0,,Elwood Staffing,Prospect,000000000000000AAA,"10808 South Riverfront Pkwy. Bldg. 14, Suite 100",South Jordan,UT,84095,,,,,,,,,,,,,(801) 484-4400,,,www.sosstaffing.com,,Staffing,,506,,,"$300 Million in revenue   Founded in 1980, Elwood Staffing® is a leading provider of talent-based solutions. With offices that span the United States and extend into Canada, a broad service portfolio, and a seasoned staff, we support companies through the entire employment life cycle?from attraction to retention.  And with the combined expertise of our specialized divisions?Elwood Professional, Elwood Tradesmen, and Elwood Academy?we offer a uniquely comprehensive and innovative solution set that effectively meets the needs of our clients and associates. Specialties  Administrative & Clerical, Automotive, Construction, Customer Service, Engineering, Information Technology, Manufacturing & Production, Oil & Gas, Professional Search, Skilled Trades, Warehouse & Distribution   Headquarters 4111 Central Avenue Columbus, Indiana 47203",,,00550000000vRUNAA2,12/17/2015 0:05,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,5/4/2016 0:00,,,,,,,,,
00150000017XmC6AAK,0,,Korn/Ferry International,Prospect,000000000000000AAA,"Headquarters  1900 Avenue of The Stars Suite 2600 Los Angeles, CA 90067",Los Angeles,CA,90067,,,,,,,,,,,,,(310) 552-1834,,,http://www.kornferry.com,,Staffing,,8000,,,"***Since this company provides Leadership and Talent Consulting, Leadership Consultant, Coaching, . . . .they basically are competing or providing the same services that ELA now provides.  So they aren't a good prospect.   With 5,000 - 10,000 employees, . . .Korn Ferry is the preeminent global people and organizational advisory firm. We help leaders, organizations, and societies succeed by releasing the full power and potential of people. Our nearly 7,000 colleagues deliver services through our Executive Search, Hay Group and Futurestep divisions. Specialties: Executive Search, Leadership and Talent Consulting, Leadership Consultant, Coaching, Talent Management, Executive Search Consultants, Executive Recruiting",,,00550000000vRUNAA2,12/21/2015 20:47,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,12/21/2015 0:00,,,,,,,,,
00150000017hbu8AAA,0,,Judge Group,Prospect,000000000000000AAA,60 South Market St. Suite 480,San Jose,CA,95113,US,,,,,,,,,,,,(610) 667-7700,,,http://www.judge.com,,Staffing,273980000,2050,,,"The Judge Group is a leading professional services firm specializing in technology, talent and learning solutions. Our services are successfully delivered through a network of more than 30 offices in the United States, Canada and China. The Judge Group serves more than 30 Fortune 100 companies and is responsible for the placement of more than 4,500 professionals annually across a wide range of industries.  Judge is headquartered in the Greater Philadelphia area at 300 Conshohocken State Road, West Conshohocken, PA 19428. The corporate phone number is 610-667-7700.  Specialties: Technology Solutions, Talent Solutions, Learning Solutions  Fiscal year end date is:   12/31/2015  This is not a Global company",,,00550000000vRUNAA2,12/29/2015 17:14,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,12/18/2015 0:00,,,,,,,,,
00150000017kTqLAAU,0,,Schumacher Group,Prospect,000000000000000AAA,200 Corporate Blvd. Suite 201,Lafayette,LA,70508,,,,,,,,,,,,,(800) 893-9698,,,www.schumachergroup.com,,Healthcare,388800000,714,,,"This company  provides Emergency Medicine, Hospital Medicine, WellnessWorks, Consulting Services   Fiscal Year End	31-Dec",,,00550000000vRUNAA2,1/9/2016 2:31,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,1/8/2016 0:00,,,,,,,,,
00150000017kTv6AAE,0,,G&A Partners,,000000000000000AAA,"4801 Woodway,  Ste 210",Houston,TX,,,,,,,,,,,,,,(713) 784-1181,,,www.gnapartners.com,,,169500000,147,,,"G&A Partners provides comprehensive administrative, HR and risk management solutions customized to each client?s specific needs. Our goal is to position your company for optimal growth and provide you with the most important commodity of all?time to grow.  Whether you need human resource outsourcing, payroll processing, payroll tax return filing, help with employee benefits, workers' compensation coverage, unemployment claims management, regulatory compliance assistance or a host of other services, G&A is your one-stop shop for targeted, highly responsive HR solutions. At G&A Partners, we pride ourselves on our proven expertise at providing the ideal mix of services for each client?s unique needs. With G&A as your strategic partner, you can feel secure turning your HR and administrative concerns over to us.  Specialties: Human Resources, risk management, employee benefits, payroll",,,00550000000vRUNAA2,1/9/2016 2:44,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/14/2016 0:00,,,,,,,,,
00150000017kTxbAAE,0,,Select Staffing,Prospect,000000000000000AAA,3820 State Street,Santa Barbara,CA,93105,,,,,,,,,,,,,,,,www.selectstaffing.com,,Staffing,324500000,10001,Private,,"Founded in 1985  Specialties:  Placement of Temporary, Temp-to-Hire, Direct Hire, Seasonal, and Special Project Employees, Extra-Mile Service, Award Winning Safety Programs, Recruiting, Screening, Skills Assessment, and Selection   Fiscal year end date---31-Dec",,,00550000000vRUNAA2,1/9/2016 2:57,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,8/2/2016 0:00,,,,,,,,,
00150000017kU56AAE,0,,Roth Staffing Companies,Prospect,000000000000000AAA,450 N. State College Blvd.,Orange,CA,92868,,,,,,,,,,,,,(714) 939-8600,,,www.rothstaffing.com,,Staffing,258600000,500,Private,,"Founded in 1994 with 201-500 employees Roth Staffing Companies, L.P. is the parent company to four full-service staffing divisions: Ultimate Staffing Services (administrative, clerical, light industrial), Ledgent (accounting and finance), Ledgent Technology (technology), and Adams & Martin Group (attorneys and legal professionals).  Roth Staffing Companies provide temporary, temporary-to-hire, direct hire, executive search and strategic account programs (On-Premise, MSP, VMS, 1099, Payrolling) to thousands of customers nationwide in a wide-range of industries. We are the only staffing company to ever be ranked #1 on the Inc. 500  Specialties:  temporary, temporary-to-hire, direct hire, executive search, clerical, administrative, customer service, light industrial, professional, accounting, finance, I.T., technology, legal, attorneys, MSP, VMS, On-Site Staffing, RPO",Warm,,00550000000vRUNAA2,1/9/2016 3:29,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,8/4/2016 0:00,,,,,,,,,
00150000017kU9XAAU,0,,On Assignment,Prospect,000000000000000AAA,"20750 Ventura Blvd.	 Suite 410",Woodland Hills,CA,91364,,,,,,,,,,,,,(818) 878-7900,,,http://www.onassignment.com,,Staffing,,5000,Public,,"Founded in 1985 with 1001-5000 employees, On Assignment, Inc. (NYSE: ASGN), is a leading global provider of in-demand, skilled professionals in the growing IT, engineering and life sciences sectors.   Specialties:  Professional Staffing and Recruitment, Technology Staffing Solutions, Physician Staffing Solutions, Life Sciences Staffing Solutions",Hot,,00550000000vRUNAA2,1/9/2016 3:49,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,1/21/2016 0:00,,,,,,,,,
00150000019AYR4AAO,0,,Torchmark Corporation,,000000000000000AAA,3700 S. Stonebridge P.O. Box 8080,Mckinney,TX,75070,,,,,,,,,,,,,(972) 569-4000,,,www.torchmarkcorp.com,,,3964300000,2980,,,,,,00550000000vRUNAA2,4/7/2016 22:47,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,1/29/2016 0:00,,,,,,,,,
00150000019Ah18AAC,0,,Mapfre USA,Prospect,000000000000000AAA,211 Main St.,Webster,MA,1570,,,,,,,,,,,,,(508) 943-9000,,,www.commerceinsurance.com,,Insurance,1884400000,2373,,,,,,00550000000vRUNAA2,4/8/2016 14:50,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,3/18/2016 0:00,,,,,,,,,
00150000019AhEHAA0,0,,Zenith National Insurance,Prospect,000000000000000AAA,21255 Califa St.,Woodland Hills,CA,91367,,,,,,,,,,,,,(818) 251-8210,,,www.znic.com,,Insurance,584850000,1400,,,,,,00550000000vRUNAA2,4/8/2016 14:55,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,8/17/2016 0:00,,,,,,,,,
00150000019OS8cAAG,0,,EMC Insurance Group,Prospect,000000000000000AAA,P.O. Box 712,Des Moines,IA,50306,,,,,,,,,,,,,(515) 280-2511,,,www.emcinsurance.com,,Insurance,568350000,2131,,,,,,00550000000vRUNAA2,4/11/2016 21:40,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,2/5/2016 0:00,,,,,,,,,
00150000019OSWAAA4,0,,State Farm Insurance Companies,Prospect,000000000000000AAA,1 State Farm Plaza B-2,Bloomington,IL,61710,,,,,,,,,,,,,(309) 766-2311,,,www.statefarm.com,,Insurance,64300000000,68000,,,,,,00550000000vRUNAA2,4/11/2016 21:51,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,2/19/2016 0:00,,,,,,,,,
00150000019OSkgAAG,0,,CareFirst BlueCross BlueShield,Prospect,000000000000000AAA,10455 Mill Run Circle Mail Stop O2-250,Owings Mills,MD,21117,,,,,,,,,,,,,(410) 581-3000,,,www.carefirst.com,,Insurance,6841570000,5200,,,,,,00550000000vRUNAA2,4/11/2016 21:57,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,3/23/2016 0:00,,,,,,,,,
00150000019OghrAAC,0,,California Casualty,,000000000000000AAA,1650 Telstar Dr.,Colorado Springs,CO,80920-1009,,,,,,,,,,,,,(866) 680-5143,,,https://www.calcas.com,,Insurance,,1000,Private,,"California Casualty is in the sole business of providing individuals with high-quality insurance coverage and service at a competitive price. Since its founding in 1914, California Casualty has been led by four generations of Brown family members. Their unwavering dedication to California Casualty's continued excellence is woven through the entire fabric of our organization.",,,00550000000vRUNAA2,4/12/2016 16:18,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,8/4/2016 0:00,,,,,,,,,
00150000019OnydAAC,0,,JILOA Improvement Partners,Prospect,000000000000000AAA,Headquarters P.O. Box 432,Clayton,CA,94517,,,,,,,,,,,,,,,,http://www.Jiloa.com,,Consulting,,10,Private,,"Founded in 2006 with 1-10 employees, JILOA is the improvement catalyst for organizational leaders. Call us when you want measurable improvement in meeting strategic goals, accelerated productivity, people aligned to a common vision and key goals, improved leadership skills, and increased customer satisfaction. Clients know from experience that JILOA delivers.",,,00550000000vRUNAA2,4/12/2016 19:08,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,4/13/2016 0:00,,,,,,,,,
00150000019OosbAAC,0,,KPU Telecommunications,Prospect,000000000000000AAA,2417 Tongass Ave Suite 119D,Ketchikan,AK,99901,,,,,,,,,,,,,(907) 225-1000,,,http://www.kputel.com/,,Telecommunications,,,,,"KPU is the only communications company in town that provides full services to all sizes of business ? our Cisco certified network techs, business installers, dedicated business managers and on-site engineers are here to make running your business simple. Let us make your life easy and save you money at the same time!",,,00550000000vRUNAA2,4/12/2016 19:27,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,4/12/2016 0:00,,,,,,,,,
00150000019OpefAAC,0,,"Principal Funds Distributor, Inc.",Prospect,000000000000000AAA,1100 Investment Blvd.,El Dorado Hills,CA,95762,,,,,,,,,,,,,,,,http://www.principalfunds.com,,,,10001,Public,,"A global asset management firm with nearly $125 billion in assets under management,1 we deliver diverse mutual fund strategies for individual and institutional clients, and offer more than 50 institutional quality equity, fixed-income, currency, real estate, and alternative strategies.  Principal Funds designs investment strategies for the challenges investors face?whether it?s generating income, managing volatility, or protecting purchasing power. Decades of global asset management experience informs our long-term perspective. And our investment managers provide a depth of expertise across a diverse set of asset classes?from traditional equity and fixed-income to alternative?to help you achieve your goals. To find out more visit us at principalfunds.com. Carefully consider a fund?s objectives, risks, charges, and expenses. Contact your financial professional or visit principalfunds.com for a prospectus, or summary prospectus if available, containing this and other information. Please read it carefully before investing. Investing involves risk, including possible loss of principal. Principal Funds are distributed by Principal Funds Distributor, Inc.",,,00550000000vRUNAA2,4/12/2016 19:44,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/15/2016 0:00,,,,,,,,,
00150000019OqACAA0,0,,ProofPoint Inc.,Prospect,000000000000000AAA,Headquarters 13997 South Minuteman Drive Suite 300,Draper,UT,84020,,,,,,,,,,,,,,,,http://www.proofpoint.com/,,Security,255500000,859,Public,,"***We market and sell our solutions worldwide both directly through our sales teams and indirectly through a hybrid model where our sales organization actively assists our network of distributors and resellers. We also distribute our solutions through strategic partners.  With 500 - 1,000 employees, Proofpoint, Inc. helps the most successful companies in the world protect and govern their most sensitive business data. Proofpoint is an innovative security-as-a-service vendor that delivers data protection solutions that help organizations protect their data from attack and enable them to effectively meet the complex and evolving regulatory compliance and data governance mandates that have been spawned from highly publicized data breaches. Proofpoint, positioned by Gartner in the Leaders Quadrant in their 2014 Magic Quadrant for Secure Email Gateways, and 2014 Magic Quadrant for Enterprise Information Archiving, delivers an integrated suite of on-demand data protection solutions spanning threat management, regulatory compliance, data governance and secure communications?all of which are based on a common security-as-a-service platform. Simply put, our solutions help organizations to: Keep malicious content out of their environments Prevent the theft or inadvertent loss of sensitive information Collect, securely retain, govern and discover sensitive data for compliance and litigation support Securely communicate and collaborate on sensitive data with customers, partners and suppliers  ***Fuller description below",,,00550000000vRUNAA2,4/12/2016 19:56,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,9/27/2016 0:00,,,,,,,,,
00150000019PLrwAAG,0,,Farmers Insurance Group,Prospect,000000000000000AAA,Headquarters 4680 Wilshire Blvd,Los Angeles,CA,90010,,,,,,,,,,,,,,,,www.farmers.com,,Insurance,,10001,Public,,"Founded in 1928 with 10,001+ employees.  Today, the companies comprising the Farmers Insurance Group of Companies make up one of the country's largest insurers of vehicles, homes and small businesses and provide a wide range of other insurance and financial services products.  Farmers is proud to serve more than 10 million households with more than 20 million individual policies across all 50 states through the efforts of over 50,000 exclusive and independent agents and nearly 24,000 employees.  The Farmers Exchanges are three reciprocal insurers (Farmers Insurance Exchange, Fire Insurance Exchange and Truck Insurance Exchange) owned by their policyholders, and together with their subsidiaries and affiliates comprise the Farmers Insurance Group of Companies. Farmers Group, Inc. and its subsidiaries, in their capacity as attorneys-in-fact, provide administrative and management services to the Farmers Exchanges. Specialties  Auto, Home, Commercial, Life",,,00550000000vRUNAA2,4/13/2016 21:40,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,4/28/2016 0:00,,,,,,,,,
00150000019RzWXAA0,0,,Express Employment Professionals,Prospect,000000000000000AAA,Headquarters 9701 Boardwalk Boulevard,Oklahoma City,OK,73162,,,,,,,,,,,,,(405) 840-5000,,,http://ExpressPros.com,,Staffing,3200000000,10000,Private,,"Express was founded in 1983 and began franchising in 1985. A privately-held company, Express has more than 700 office locations in the U.S., Canada, and South Africa. Company sales totaled more than $3.02 billion in 2015. Express delivers staffing support and human resource services through a network of franchise office owners. Express Employment Professionals helps more than 456,000 people find jobs each year and offers a full range of employment solutions, including evaluation hire, temporary staffing, professional search and human resources for businesses around the globe. Our long-term goal is to put a million people to work annually. Express focuses on a wide range of positions, including professional, commercial and administrative.",,,00550000000vRUNAA2,4/20/2016 16:23,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,9/15/2016 0:00,,,,,,,,,
00150000019T3f5AAC,0,,McCarthy Building Companies,Prospect,000000000000000AAA,1341 N Rock Hill Rd,St. Louis,MO,63124,,,,,,,,,,,,,(314) 968-3300,,,www.mccarthy.com,,Construction,3000000000,2600,Private,,"McCarthy Building Companies is one of the oldest and largest privately-held builders in the US. The general contractor and construction manager ranks among the top builders of health care, education, and green building facilities in the country. Contracts include heavy construction projects (bridges and water- and waste-treatment plants), commercial projects (retail and office buildings), and institutional projects (airports, schools, and prisons). Subsidiary MC Industrial handles energy, auto, and other manufacturing projects. Founded by Timothy McCarthy in 1864, the company is 100% employee owned and generates $3 billion in annual revenues.",,,00550000000vRURAA2,4/22/2016 21:27,00550000000vRURAA2,4/22/2016 21:27,00550000000vRURAA2,4/23/2016 10:44,,,,,,,,,,
00150000019VHH7AAO,0,,Auto-Owners Insurance,Prospect,000000000000000AAA,Headquarters 6101 Anacapri BLVD,Lansing,MI,48917,,,,,,,,,,,,,,,,http://www.auto-owners.com,,Insurance,5679580000,3400,Private,,"Sales training comes out of their Sales training and marketing department and the person I should reach out to is Trevor Mahoney at 517-323-1201 x2473  Founded in 1916 with 1001-5000 employees, . . .Auto-Owners Insurance is a Fortune 500 company and is the 16th largest property/casualty insurance company in the nation, based on written premium.  We are one of only nine groups of insurance companies in the United States to receive the highest rating possible, A++ Superior, by A.M. Best, which is a nationally recognized rating agency for insurance companies.  Auto-Owners is headquartered in Lansing, Michigan, and serves policyholders in 26 states.  Visit: http://bit.ly/1MTVKw8 for full Privacy Information.  Subsidiary companies include:  Auto-Owners Life Insurance Company Home-Owners Insurance Company Owners-Insurance Company Property-Owners Insurance Company Southern-Owners Insurance Company  A career at Auto-Owners is challenging and rewarding. As insurance industry representatives, our associates have an opportunity to meet the ever changing social and economic needs of our policyholders. Our group of caring associates creates financial security by helping individuals and businesses make a new start when a loss occurs. Auto-Owners has numerous rewarding career opportunities.  We have numerous rewarding career opportunities. To view these opportunities, please go to:  http://www.auto-owners.com/career-center/career-opportunities Specialties  Life Insurance, Home Insurance, Automobile Insurance, Business Insurance",,,00550000000vRUNAA2,4/28/2016 19:55,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/18/2016 0:00,,,,,,,,,
00150000019jD0BAAU,0,,Hagerty Insurance,Prospect,000000000000000AAA,Headquarters 141 River's Edge Drive Suite #200,Traverse City,MI,49685,,,,,,,,,,,,,,,,www.hagerty.com,,Insurance,100000000,650,Private,,"Founded in 1983,  . . .for the past 30 years Hagerty has grown to be the global leader in classic car and boat insurance with 650 employees.",,,00550000000vRUNAA2,5/2/2016 20:15,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,7/14/2016 0:00,,,,,,,,,
0015000001A52phAAB,0,,Affymetrix (acquired by Thermo Fisher Scientific),Prospect,0015000001A532bAAB,Headquarters 3420 Central Expressway,Santa Clara,CA,95051,,,,,,,,,,,,,,,,www.affymetrix.com,,Biotechnology,17000000000,50000,Public,,"Affymetrix has 1001-5000 employees and is part of the Biotechnology industry.  They were just acquired by Thermo Fissure in 2016.  Affymetrix is a a pioneer in microarray technology and a leader in genomics analysis, now provides innovative technologies that further multiplex and simultaneous analysis of biological systems at the cell, protein, and gene level.  Our extensive portfolio of transitional solutions enables scientists and clinicians to rapidly translate their research into understanding underlying disease mechanisms, identifying biomarkers for personalized medicine, creating novel molecular diagnostic tests, and improving genetic marker assisted breeding programs in agriculture for human health and wellness.  We strive to provide leadership and support, partnering with our customers in their quest for answers toward clinical utility and routine use. Our mission is to enable the translation of biological knowledge into routine practice for a better world. Specialties  DNA microarrays, reagents, instruments, flow cytometry, immunodetection, Immunoassays, antibodies, multiplex RNA assays, RNA in situ hybridization, life science molecular biology reagents, biochemicals  The now parent company  Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with revenues of $17 billion and approximately 50,000 employees in 50 countries. Our mission is to enable our customers to make the world healthier, cleaner and safer. We help our customers accelerate life sciences research, solve complex analytical challenges, improve patient diagnostics and increase laboratory productivity. Through our premier brands ? Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services ? we offer an unmatched combination of innovative technologies, purchasing convenience and comprehensive support. For more information, please visit www.thermofisher.com. Specialties  Analytical Instruments, Laboratory Supply Chain Programs and eCommerce, Laboratory Equipment, Lab Services, Specialty Diagnostics",,,00550000000vRUNAA2,5/27/2016 1:58,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,9/15/2016 0:00,,,,,,,,,
0015000001A532bAAB,0,,Thermo Fisher Scientific,,000000000000000AAA,"Headquarters 81 Wyman Street Waltham, MA",Waltham,MA,,,,,,,,,,,,,,,,,http://www.thermofisher.com,,,17000000000,10000,Public,,"(This is a Wilson Learning protected account) Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with revenues of $17 billion and approximately 50,000 employees in 50 countries. Our mission is to enable our customers to make the world healthier, cleaner and safer. We help our customers accelerate life sciences research, solve complex analytical challenges, improve patient diagnostics and increase laboratory productivity. Through our premier brands ? Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services ? we offer an unmatched combination of innovative technologies, purchasing convenience and comprehensive support. For more information, please visit www.thermofisher.com. Specialties  Analytical Instruments, Laboratory Supply Chain Programs and eCommerce, Laboratory Equipment, Lab Services, Specialty Diagnostics",,,00550000000vRUNAA2,5/27/2016 2:27,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,,,,,,,,,,
0015000001A78ZKAAZ,0,,Kineticom,Prospect,000000000000000AAA,"Headquarters Kineticom, Inc. 701 B Street, Suite 1350",San Diego,CA,92101,,,,,,,,,,,,,(619) 330-3100,,,http://www.kineticom.com,,Staffing,48360000,,Private,,"Kineticom, Inc., a telecom and IT staffing company, provides staffing and professional services for businesses in North America. It offers wireless staffing services to carriers, OEMs, turnkey providers, and general contracting and wireless tower companies in various areas, such as real estate and construction, RF design and optimization, project management, engineering and implementation, network design, network operations, field services, and DAS design and optimization. The company also provides skilled, contract, and permanent professionals in the areas of project and program management; software development; application architecture; application development lifecycle; systems/network engineering and architecture; technical architecture; database analysts and administration; network engineering; implementation, integration, and migration consultants; quality assurance testing; business intelligence and analytics; security/network administration; virtualization; IP network administration; and multi-tiered support. In addition, it offers tower personnel, such as tower technicians, foremen, top hands, and climbers. Further, the company provides assistance in modeled deployments in various areas, including construction management; onsite management solutions; site acquisition and lease negotiations; network audits and assessments; equipment installation, commissioning, and testing; backhaul engineering, installation, and upgrades; site surveys and audits; IP engineering, network engineering, and RAN/RF engineering services; and logistics management. It serves customers in government, manufacturing, hospitality and entertainment, telecommunications, technology, retail, finance and banking, healthcare and pharmaceutical, and oil and gas industries. Kineticom, Inc. was founded in 2000 and is based in San Diego, California with additional offices in Atlanta, Georgia; Nashville, Tennessee; Chicago, Illinois; Addison, Texas; and Vancouver, Calgary, and Toronto, Canada. In 2014 expanded from a centralized base of operations in San Diego, CA to setting up regional offices throughout North America and Canada",Warm,,00550000000vRUNAA2,6/1/2016 21:14,00550000004fKERAA2,3/6/2018 23:11,00550000000vRURAA2,3/6/2018 23:11,6/2/2016 0:00,,,,,,,,,
0015000001ADDHsAAP,0,,Access Hardware Supply,Prospect,000000000000000AAA,14447 Griffith Street,San Leandro,CA,94577,,,,,,,,,,,,,(855) 847-5691,,,www.accesshardware.com,,Construction,,,Private,,"Access Hardware Supply has been a premier wholesale distributor of mechanical and electrical locking hardware as well as a full range of related access control equipment and accessories from numerous manufacturers ? large and small. Access Hardware operates from one location in San Leandro, CA with sales representatives located throughout the western United States.",,,00550000000vRURAA2,6/6/2016 17:11,00550000000vRURAA2,6/6/2016 17:11,00550000000vRURAA2,6/6/2016 17:11,,,,,,,,,,
